step,K,U,E
555,0.0006311103,-0.0379079455,-0.0372768352
556,0.0006334321,-0.0379091278,-0.0372756957
557,0.0006357584,-0.0379122214,-0.0372764630
558,0.0006380893,-0.0379136397,-0.0372755505
559,0.0006404246,-0.0379165374,-0.0372761127
560,0.0006427645,-0.0379178047,-0.0372750402
561,0.0006451089,-0.0379209559,-0.0372758470
562,0.0006474579,-0.0379232949,-0.0372758370
563,0.0006498114,-0.0379263142,-0.0372765027
564,0.0006521696,-0.0379277540,-0.0372755844
565,0.0006545322,-0.0379307302,-0.0372761980
566,0.0006568994,-0.0379321230,-0.0372752236
567,0.0006592711,-0.0379352072,-0.0372759361
568,0.0006616474,-0.0379370680,-0.0372754207
569,0.0006640283,-0.0379404652,-0.0372764370
570,0.0006664137,-0.0379417154,-0.0372753017
571,0.0006688037,-0.0379449488,-0.0372761451
572,0.0006711982,-0.0379461222,-0.0372749240
573,0.0006735973,-0.0379492185,-0.0372756212
574,0.0006760009,-0.0379511522,-0.0372751513
575,0.0006784092,-0.0379548122,-0.0372764030
576,0.0006808221,-0.0379559999,-0.0372751779
577,0.0006832395,-0.0379591762,-0.0372759367
578,0.0006856614,-0.0379603392,-0.0372746778
579,0.0006880879,-0.0379632887,-0.0372752008
580,0.0006905190,-0.0379662501,-0.0372757311
581,0.0006929548,-0.0379688400,-0.0372758852
582,0.0006953952,-0.0379720548,-0.0372766596
583,0.0006978402,-0.0379734522,-0.0372756121
584,0.0007002897,-0.0379765666,-0.0372762769
585,0.0007027439,-0.0379782974,-0.0372755536
586,0.0007052026,-0.0379817767,-0.0372765740
587,0.0007076660,-0.0379831601,-0.0372754941
588,0.0007101339,-0.0379863284,-0.0372761945
589,0.0007126064,-0.0379876143,-0.0372750079
590,0.0007150835,-0.0379912964,-0.0372762129
591,0.0007175653,-0.0379931494,-0.0372755841
592,0.0007200516,-0.0379959449,-0.0372758933
593,0.0007225425,-0.0379976460,-0.0372751034
594,0.0007250381,-0.0380005468,-0.0372755088
595,0.0007275382,-0.0380031026,-0.0372755643
596,0.0007300431,-0.0380060909,-0.0372760478
597,0.0007325526,-0.0380091522,-0.0372765996
598,0.0007350667,-0.0380103909,-0.0372753243
599,0.0007375853,-0.0380135533,-0.0372759679
600,0.0007401086,-0.0380158953,-0.0372757867
601,0.0007426366,-0.0380190258,-0.0372763891
602,0.0007451692,-0.0380204671,-0.0372752979
603,0.0007477064,-0.0380234733,-0.0372757669
604,0.0007502482,-0.0380251305,-0.0372748824
605,0.0007527946,-0.0380291264,-0.0372763318
606,0.0007553458,-0.0380311948,-0.0372758490
607,0.0007579016,-0.0380332845,-0.0372753829
608,0.0007604620,-0.0380369932,-0.0372765311
609,0.0007630271,-0.0380387926,-0.0372757655
610,0.0007655969,-0.0380419705,-0.0372763737
611,0.0007681713,-0.0380434063,-0.0372752350
612,0.0007707503,-0.0380468402,-0.0372760899
613,0.0007733339,-0.0380485870,-0.0372752531
614,0.0007759223,-0.0380519281,-0.0372760058
615,0.0007785152,-0.0380532318,-0.0372747166
616,0.0007811128,-0.0380567293,-0.0372756165
617,0.0007837152,-0.0380606353,-0.0372769201
618,0.0007863223,-0.0380619917,-0.0372756694
619,0.0007889340,-0.0380649119,-0.0372759779
620,0.0007915503,-0.0380669197,-0.0372753694
621,0.0007941713,-0.0380703446,-0.0372761733
622,0.0007967970,-0.0380719190,-0.0372751220
623,0.0007994273,-0.0380750103,-0.0372755830
624,0.0008020624,-0.0380781767,-0.0372761143
625,0.0008047022,-0.0380803366,-0.0372756345
626,0.0008073466,-0.0380836979,-0.0372763513
627,0.0008099958,-0.0380854886,-0.0372754929
628,0.0008126496,-0.0380889131,-0.0372762635
629,0.0008153081,-0.0380905796,-0.0372752715
630,0.0008179713,-0.0380936624,-0.0372756911
631,0.0008206392,-0.0380967012,-0.0372760620
632,0.0008233119,-0.0380990800,-0.0372757681
633,0.0008259892,-0.0381020421,-0.0372760529
634,0.0008286713,-0.0381039804,-0.0372753092
635,0.0008313580,-0.0381077820,-0.0372764239
636,0.0008340495,-0.0381090626,-0.0372750132
637,0.0008367455,-0.0381119904,-0.0372752448
638,0.0008394465,-0.0381164490,-0.0372770025
639,0.0008421522,-0.0381176536,-0.0372755015
640,0.0008448625,-0.0381205802,-0.0372757177
641,0.0008475775,-0.0381230835,-0.0372755060
642,0.0008502973,-0.0381264450,-0.0372761477
643,0.0008530218,-0.0381279898,-0.0372749680
644,0.0008557509,-0.0381314311,-0.0372756802
645,0.0008584850,-0.0381349106,-0.0372764256
646,0.0008612237,-0.0381366866,-0.0372754629
647,0.0008639671,-0.0381400866,-0.0372761195
648,0.0008667153,-0.0381420220,-0.0372753067
649,0.0008694682,-0.0381452093,-0.0372757411
650,0.0008722259,-0.0381489841,-0.0372767582
651,0.0008749884,-0.0381506428,-0.0372756544
652,0.0008777556,-0.0381539259,-0.0372761704
653,0.0008805275,-0.0381555430,-0.0372750155
654,0.0008833041,-0.0381593789,-0.0372760747
655,0.0008860856,-0.0381617026,-0.0372756171
656,0.0008888717,-0.0381642553,-0.0372753836
657,0.0008916627,-0.0381677757,-0.0372761130
658,0.0008944584,-0.0381695396,-0.0372750812
659,0.0008972589,-0.0381735426,-0.0372762837
660,0.0009000643,-0.0381759127,-0.0372758484
661,0.0009028743,-0.0381781675,-0.0372752932
662,0.0009056891,-0.0381822728,-0.0372765837
663,0.0009085087,-0.0381838499,-0.0372753411
664,0.0009113331,-0.0381868024,-0.0372754694
665,0.0009141622,-0.0381901558,-0.0372759935
666,0.0009169962,-0.0381926163,-0.0372756201
667,0.0009198350,-0.0381961819,-0.0372763470
668,0.0009226785,-0.0381979769,-0.0372752984
669,0.0009255268,-0.0382013616,-0.0372758348
670,0.0009283800,-0.0382048783,-0.0372764983
671,0.0009312380,-0.0382068289,-0.0372755910
672,0.0009341007,-0.0382098513,-0.0372757506
673,0.0009369682,-0.0382124930,-0.0372755248
674,0.0009398405,-0.0382157735,-0.0372759330
675,0.0009427177,-0.0382191874,-0.0372764697
676,0.0009455997,-0.0382210825,-0.0372754828
677,0.0009484865,-0.0382244801,-0.0372759936
678,0.0009513780,-0.0382266981,-0.0372753201
679,0.0009542744,-0.0382298476,-0.0372755732
680,0.0009571756,-0.0382331430,-0.0372759674
681,0.0009600817,-0.0382356029,-0.0372755212
682,0.0009629925,-0.0382388562,-0.0372758636
683,0.0009659083,-0.0382423771,-0.0372764688
684,0.0009688289,-0.0382442434,-0.0372754145
685,0.0009717543,-0.0382476629,-0.0372759086
686,0.0009746844,-0.0382499253,-0.0372752408
687,0.0009776194,-0.0382529840,-0.0372753645
688,0.0009805594,-0.0382574190,-0.0372768596
689,0.0009835042,-0.0382587490,-0.0372752448
690,0.0009864538,-0.0382624630,-0.0372760092
691,0.0009894083,-0.0382660509,-0.0372766426
692,0.0009923677,-0.0382675684,-0.0372752007
693,0.0009953319,-0.0382717595,-0.0372764276
694,0.0009983009,-0.0382730657,-0.0372747649
695,0.0010012747,-0.0382767455,-0.0372754709
696,0.0010042535,-0.0382807190,-0.0372764656
697,0.0010072370,-0.0382820479,-0.0372748109
698,0.0010102255,-0.0382863256,-0.0372761002
699,0.0010132189,-0.0382894820,-0.0372762631
700,0.0010162172,-0.0382917599,-0.0372755427
701,0.0010192203,-0.0382950088,-0.0372757885
702,0.0010222283,-0.0382977900,-0.0372755617
703,0.0010252412,-0.0383008912,-0.0372756500
704,0.0010282590,-0.0383045260,-0.0372762670
705,0.0010312816,-0.0383062870,-0.0372750054
706,0.0010343091,-0.0383098304,-0.0372755213
707,0.0010373415,-0.0383137823,-0.0372764407
708,0.0010403789,-0.0383152089,-0.0372748300
709,0.0010434211,-0.0383194171,-0.0372759961
710,0.0010464683,-0.0383226791,-0.0372762108
711,0.0010495204,-0.0383253238,-0.0372758034
712,0.0010525773,-0.0383283979,-0.0372758206
713,0.0010556393,-0.0383320475,-0.0372764082
714,0.0010587061,-0.0383340838,-0.0372753776
715,0.0010617778,-0.0383377000,-0.0372759221
716,0.0010648545,-0.0383414149,-0.0372765604
717,0.0010679361,-0.0383434936,-0.0372755575
718,0.0010710226,-0.0383470464,-0.0372760238
719,0.0010741141,-0.0383494915,-0.0372753774
720,0.0010772104,-0.0383528877,-0.0372756773
721,0.0010803116,-0.0383559291,-0.0372756175
722,0.0010834179,-0.0383592679,-0.0372758500
723,0.0010865290,-0.0383615342,-0.0372750051
724,0.0010896451,-0.0383659572,-0.0372763121
725,0.0010927662,-0.0383683831,-0.0372756168
726,0.0010958922,-0.0383714825,-0.0372755903
727,0.0010990232,-0.0383749899,-0.0372759667
728,0.0011021590,-0.0383773530,-0.0372751940
729,0.0011052998,-0.0383806451,-0.0372753453
730,0.0011084457,-0.0383846276,-0.0372761819
731,0.0011115964,-0.0383861879,-0.0372745915
732,0.0011147521,-0.0383906223,-0.0372758702
733,0.0011179128,-0.0383937997,-0.0372758869
734,0.0011210785,-0.0383964763,-0.0372753978
735,0.0011242491,-0.0383995343,-0.0372752852
736,0.0011274247,-0.0384034978,-0.0372760730
737,0.0011306054,-0.0384061882,-0.0372755828
738,0.0011337910,-0.0384094659,-0.0372756749
739,0.0011369816,-0.0384128535,-0.0372758719
740,0.0011401772,-0.0384159591,-0.0372757819
741,0.0011433778,-0.0384189111,-0.0372755333
742,0.0011465834,-0.0384228189,-0.0372762355
743,0.0011497940,-0.0384254910,-0.0372756970
744,0.0011530096,-0.0384284807,-0.0372754711
745,0.0011562301,-0.0384322242,-0.0372759940
746,0.0011594558,-0.0384358437,-0.0372763879
747,0.0011626865,-0.0384378526,-0.0372751661
748,0.0011659220,-0.0384416638,-0.0372757418
749,0.0011691628,-0.0384460539,-0.0372768911
750,0.0011724085,-0.0384473375,-0.0372749290
751,0.0011756591,-0.0384518599,-0.0372762008
752,0.0011789149,-0.0384549372,-0.0372760223
753,0.0011821756,-0.0384574301,-0.0372752545
754,0.0011854413,-0.0384611550,-0.0372757137
755,0.0011887122,-0.0384649522,-0.0372762400
756,0.0011919880,-0.0384671208,-0.0372751328
757,0.0011952688,-0.0384705950,-0.0372753262
758,0.0011985548,-0.0384750164,-0.0372764616
759,0.0012018458,-0.0384774956,-0.0372756498
760,0.0012051418,-0.0384808871,-0.0372757453
761,0.0012084429,-0.0384843425,-0.0372758997
762,0.0012117491,-0.0384884746,-0.0372767255
763,0.0012150603,-0.0384902368,-0.0372751764
764,0.0012183765,-0.0384941896,-0.0372758131
765,0.0012216979,-0.0384979560,-0.0372762581
766,0.0012250243,-0.0385000454,-0.0372750211
767,0.0012283557,-0.0385041890,-0.0372758333
768,0.0012316922,-0.0385078035,-0.0372761113
769,0.0012350339,-0.0385110239,-0.0372759900
770,0.0012383805,-0.0385136954,-0.0372753148
771,0.0012417323,-0.0385177194,-0.0372759871
772,0.0012450893,-0.0385218627,-0.0372767734
773,0.0012484513,-0.0385232993,-0.0372748480
774,0.0012518183,-0.0385279028,-0.0372760845
775,0.0012551905,-0.0385317102,-0.0372765197
776,0.0012585677,-0.0385335355,-0.0372749678
777,0.0012619500,-0.0385376419,-0.0372756919
778,0.0012653375,-0.0385411405,-0.0372758031
779,0.0012687301,-0.0385452351,-0.0372765050
780,0.0012721278,-0.0385475108,-0.0372753830
781,0.0012755306,-0.0385513481,-0.0372758175
782,0.0012789386,-0.0385554180,-0.0372764795
783,0.0012823516,-0.0385570254,-0.0372746738
784,0.0012857696,-0.0385612387,-0.0372754691
785,0.0012891929,-0.0385653776,-0.0372761846
786,0.0012926214,-0.0385688985,-0.0372762770
787,0.0012960550,-0.0385717535,-0.0372756984
788,0.0012994937,-0.0385753911,-0.0372758973
789,0.0013029376,-0.0385790211,-0.0372760835
790,0.0013063866,-0.0385818081,-0.0372754215
791,0.0013098406,-0.0385850247,-0.0372751841
792,0.0013132999,-0.0385893805,-0.0372760806
793,0.0013167644,-0.0385929952,-0.0372762309
794,0.0013202339,-0.0385953272,-0.0372750933
795,0.0013237086,-0.0385995721,-0.0372758635
796,0.0013271885,-0.0386031908,-0.0372760023
797,0.0013306736,-0.0386063075,-0.0372756339
798,0.0013341639,-0.0386095747,-0.0372754108
799,0.0013376593,-0.0386133578,-0.0372756985
800,0.0013411599,-0.0386174498,-0.0372762899
801,0.0013446658,-0.0386208367,-0.0372761709
802,0.0013481768,-0.0386236566,-0.0372754798
803,0.0013516929,-0.0386276377,-0.0372759448
804,0.0013552144,-0.0386318544,-0.0372766401
805,0.0013587409,-0.0386333369,-0.0372745961
806,0.0013622725,-0.0386378445,-0.0372755720
807,0.0013658094,-0.0386421002,-0.0372762907
808,0.0013693517,-0.0386453656,-0.0372760139
809,0.0013728990,-0.0386479304,-0.0372750315
810,0.0013764515,-0.0386525081,-0.0372760566
811,0.0013800093,-0.0386562109,-0.0372762016
812,0.0013835724,-0.0386601232,-0.0372765508
813,0.0013871407,-0.0386627372,-0.0372755965
814,0.0013907141,-0.0386663506,-0.0372756365
815,0.0013942927,-0.0386703749,-0.0372760822
816,0.0013978767,-0.0386746433,-0.0372767666
817,0.0014014659,-0.0386767891,-0.0372753232
818,0.0014050602,-0.0386803898,-0.0372753296
819,0.0014086598,-0.0386851072,-0.0372764474
820,0.0014122648,-0.0386888395,-0.0372765747
821,0.0014158749,-0.0386909188,-0.0372750439
822,0.0014194901,-0.0386952690,-0.0372757789
823,0.0014231108,-0.0386993935,-0.0372762828
824,0.0014267367,-0.0387027893,-0.0372760526
825,0.0014303678,-0.0387055147,-0.0372751469
826,0.0014340042,-0.0387099132,-0.0372759090
827,0.0014376458,-0.0387136510,-0.0372760052
828,0.0014412928,-0.0387176771,-0.0372763843
829,0.0014449451,-0.0387200804,-0.0372751353
830,0.0014486024,-0.0387240801,-0.0372754776
831,0.0014522651,-0.0387278761,-0.0372756110
832,0.0014559332,-0.0387321385,-0.0372762053
833,0.0014596066,-0.0387347416,-0.0372751350
834,0.0014632851,-0.0387386932,-0.0372754081
835,0.0014669690,-0.0387427040,-0.0372757350
836,0.0014706582,-0.0387468883,-0.0372762301
837,0.0014743529,-0.0387505820,-0.0372762291
838,0.0014780527,-0.0387533903,-0.0372753375
839,0.0014817578,-0.0387573800,-0.0372756222
840,0.0014854683,-0.0387617478,-0.0372762796
841,0.0014891842,-0.0387657674,-0.0372765832
842,0.0014929053,-0.0387680967,-0.0372751914
843,0.0014966316,-0.0387720941,-0.0372754625
844,0.0015003634,-0.0387765445,-0.0372761811
845,0.0015041005,-0.0387802170,-0.0372761165
846,0.0015078429,-0.0387825918,-0.0372747490
847,0.0015115905,-0.0387866269,-0.0372750365
848,0.0015153435,-0.0387912401,-0.0372758966
849,0.0015191020,-0.0387950732,-0.0372759712
850,0.0015228659,-0.0387995884,-0.0372767225
851,0.0015266351,-0.0388015795,-0.0372749445
852,0.0015304095,-0.0388061403,-0.0372757308
853,0.0015341894,-0.0388103405,-0.0372761511
854,0.0015379747,-0.0388143913,-0.0372764166
855,0.0015417653,-0.0388173902,-0.0372756249
856,0.0015455612,-0.0388209030,-0.0372753418
857,0.0015493625,-0.0388251246,-0.0372757621
858,0.0015531693,-0.0388291478,-0.0372759785
859,0.0015569815,-0.0388331923,-0.0372762108
860,0.0015607989,-0.0388355116,-0.0372747127
861,0.0015646216,-0.0388401770,-0.0372755554
862,0.0015684499,-0.0388443905,-0.0372759406
863,0.0015722837,-0.0388485671,-0.0372762835
864,0.0015761228,-0.0388524590,-0.0372763361
865,0.0015799673,-0.0388550451,-0.0372750778
866,0.0015838171,-0.0388594228,-0.0372756058
867,0.0015876723,-0.0388634179,-0.0372757455
868,0.0015915331,-0.0388676021,-0.0372760690
869,0.0015953993,-0.0388719539,-0.0372765546
870,0.0015992709,-0.0388743477,-0.0372750768
871,0.0016031477,-0.0388787836,-0.0372756359
872,0.0016070302,-0.0388832180,-0.0372761878
873,0.0016109181,-0.0388871622,-0.0372762441
874,0.0016148115,-0.0388909139,-0.0372761024
875,0.0016187102,-0.0388937139,-0.0372750037
876,0.0016226142,-0.0388980822,-0.0372754680
877,0.0016265238,-0.0389023206,-0.0372757968
878,0.0016304390,-0.0389065959,-0.0372761570
879,0.0016343596,-0.0389107750,-0.0372764154
880,0.0016382856,-0.0389129370,-0.0372746515
881,0.0016422168,-0.0389175103,-0.0372752934
882,0.0016461537,-0.0389219598,-0.0372758060
883,0.0016500962,-0.0389262967,-0.0372762005
884,0.0016540441,-0.0389304678,-0.0372764237
885,0.0016579975,-0.0389333673,-0.0372753698
886,0.0016619562,-0.0389369775,-0.0372750213
887,0.0016659204,-0.0389414613,-0.0372755408
888,0.0016698902,-0.0389459778,-0.0372760876
889,0.0016738656,-0.0389503551,-0.0372764894
890,0.0016778466,-0.0389544004,-0.0372765538
891,0.0016818329,-0.0389567673,-0.0372749344
892,0.0016858246,-0.0389610754,-0.0372752509
893,0.0016898218,-0.0389653912,-0.0372755694
894,0.0016938246,-0.0389698305,-0.0372760059
895,0.0016978331,-0.0389742965,-0.0372764634
896,0.0017018471,-0.0389779048,-0.0372760577
897,0.0017058664,-0.0389807927,-0.0372749262
898,0.0017098913,-0.0389856235,-0.0372757322
899,0.0017139217,-0.0389892874,-0.0372753657
900,0.0017179576,-0.0389938603,-0.0372759027
901,0.0017219993,-0.0389983185,-0.0372763193
902,0.0017260464,-0.0390019611,-0.0372759147
903,0.0017300991,-0.0390056832,-0.0372755842
904,0.0017341572,-0.0390101297,-0.0372759724
905,0.0017382210,-0.0390140341,-0.0372758131
906,0.0017422903,-0.0390187557,-0.0372764653
907,0.0017463653,-0.0390224587,-0.0372760934
908,0.0017504458,-0.0390260009,-0.0372755551
909,0.0017545317,-0.0390295863,-0.0372750546
910,0.0017586232,-0.0390342717,-0.0372756485
911,0.0017627203,-0.0390386752,-0.0372759549
912,0.0017668232,-0.0390431658,-0.0372763427
913,0.0017709317,-0.0390474656,-0.0372765339
914,0.0017750457,-0.0390508788,-0.0372758331
915,0.0017791652,-0.0390543385,-0.0372751733
916,0.0017832902,-0.0390587837,-0.0372754935
917,0.0017874209,-0.0390627224,-0.0372753016
918,0.0017915572,-0.0390673071,-0.0372757500
919,0.0017956992,-0.0390716986,-0.0372759994
920,0.0017998469,-0.0390763756,-0.0372765288
921,0.0018040002,-0.0390797938,-0.0372757936
922,0.0018081590,-0.0390836110,-0.0372754520
923,0.0018123234,-0.0390879869,-0.0372756635
924,0.0018164936,-0.0390925587,-0.0372760651
925,0.0018206693,-0.0390966063,-0.0372759370
926,0.0018248508,-0.0391012599,-0.0372764091
927,0.0018290380,-0.0391054739,-0.0372764359
928,0.0018332308,-0.0391094124,-0.0372761817
929,0.0018374291,-0.0391127791,-0.0372753501
930,0.0018416330,-0.0391169594,-0.0372753265
931,0.0018458425,-0.0391212740,-0.0372754314
932,0.0018500578,-0.0391260968,-0.0372760390
933,0.0018542789,-0.0391304195,-0.0372761406
934,0.0018585057,-0.0391349829,-0.0372764772
935,0.0018627381,-0.0391383912,-0.0372756531
936,0.0018669761,-0.0391423285,-0.0372753524
937,0.0018712197,-0.0391466282,-0.0372754085
938,0.0018754691,-0.0391514082,-0.0372759390
939,0.0018797243,-0.0391556932,-0.0372759690
940,0.0018839852,-0.0391602688,-0.0372762836
941,0.0018882519,-0.0391649084,-0.0372766565
942,0.0018925244,-0.0391694404,-0.0372769160
943,0.0018968023,-0.0391715054,-0.0372747031
944,0.0019010858,-0.0391762724,-0.0372751866
945,0.0019053751,-0.0391806679,-0.0372752929
946,0.0019096701,-0.0391854542,-0.0372757841
947,0.0019139710,-0.0391897277,-0.0372757567
948,0.0019182776,-0.0391942823,-0.0372760047
949,0.0019225900,-0.0391990793,-0.0372764893
950,0.0019269083,-0.0392035689,-0.0372766607
951,0.0019312322,-0.0392069909,-0.0372757588
952,0.0019355617,-0.0392109207,-0.0372753590
953,0.0019398969,-0.0392151420,-0.0372752451
954,0.0019442379,-0.0392201340,-0.0372758961
955,0.0019485848,-0.0392245027,-0.0372759178
956,0.0019529375,-0.0392290369,-0.0372760994
957,0.0019572960,-0.0392336071,-0.0372763111
958,0.0019616603,-0.0392381726,-0.0372765122
959,0.0019660304,-0.0392419797,-0.0372759494
960,0.0019704060,-0.0392455271,-0.0372751211
961,0.0019747874,-0.0392501070,-0.0372753196
962,0.0019791747,-0.0392547496,-0.0372755749
963,0.0019835678,-0.0392593502,-0.0372757824
964,0.0019879667,-0.0392637279,-0.0372757612
965,0.0019923715,-0.0392685214,-0.0372761499
966,0.0019967821,-0.0392730339,-0.0372762517
967,0.0020011986,-0.0392778918,-0.0372766932
968,0.0020056209,-0.0392812703,-0.0372756494
969,0.0020100489,-0.0392858877,-0.0372758388
970,0.0020144827,-0.0392896330,-0.0372751503
971,0.0020189222,-0.0392942397,-0.0372753174
972,0.0020233676,-0.0392988312,-0.0372754635
973,0.0020278189,-0.0393032872,-0.0372754683
974,0.0020322761,-0.0393081795,-0.0372759033
975,0.0020367393,-0.0393131980,-0.0372764587
976,0.0020412084,-0.0393177747,-0.0372765663
977,0.0020456834,-0.0393222272,-0.0372765439
978,0.0020501642,-0.0393269318,-0.0372767675
979,0.0020546509,-0.0393304885,-0.0372758376
980,0.0020591432,-0.0393343488,-0.0372752056
981,0.0020636414,-0.0393387734,-0.0372751320
982,0.0020681454,-0.0393435277,-0.0372753823
983,0.0020726554,-0.0393480280,-0.0372753727
984,0.0020771712,-0.0393526488,-0.0372754776
985,0.0020816930,-0.0393572187,-0.0372755257
986,0.0020862208,-0.0393618571,-0.0372756364
987,0.0020907545,-0.0393669807,-0.0372762262
988,0.0020952942,-0.0393718620,-0.0372765678
989,0.0020998399,-0.0393764321,-0.0372765922
990,0.0021043913,-0.0393800640,-0.0372756726
991,0.0021089487,-0.0393849172,-0.0372759685
992,0.0021135119,-0.0393888060,-0.0372752941
993,0.0021180810,-0.0393936916,-0.0372756106
994,0.0021226560,-0.0393980706,-0.0372754146
995,0.0021272371,-0.0394029427,-0.0372757056
996,0.0021318241,-0.0394074200,-0.0372755959
997,0.0021364170,-0.0394121382,-0.0372757212
998,0.0021410159,-0.0394166198,-0.0372756039
999,0.0021456208,-0.0394214370,-0.0372758162
1000,0.0021502317,-0.0394265820,-0.0372763502
1001,0.0021548487,-0.0394311396,-0.0372762908
1002,0.0021594717,-0.0394358803,-0.0372764086
